cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
1835,4109,"Sanchez, Cross and Savage",Sharable mobile knowledgebase,6000.00,3841.00,failed,71,US,USD,2021-02-15,2021-05-05,cat03,scat03
2097,5739,Pineda Ltd,Cross-group global system engine,8700.00,4531.00,failed,42,US,USD,2020-08-11,2021-10-08,cat07,scat012
1165,5887,Powell and Sons,Centralized clear-thinking conglomeration,18900.00,60934.00,successful,909,US,USD,2020-10-17,2021-07-31,cat05,scat05
1368,1651,Nunez-Richards,De-engineered cohesive system engine,86400.00,103255.00,successful,1613,US,USD,2020-10-12,2021-10-21,cat03,scat03
2331,1628,Pugh LLC,Reactive analyzing function,8900.00,13065.00,successful,136,US,USD,2020-08-15,2021-07-04,cat06,scat019
3145,2642,Rowe-Wong,Robust hybrid budgetary management,700.00,6654.00,successful,130,US,USD,2021-07-16,2021-12-17,cat02,scat02
2313,6020,Williams-Santos,Open-source analyzing monitoring,9400.00,6852.00,failed,156,CA,CAD,2021-01-15,2021-04-08,cat01,scat01
251,4747,Weber Inc,Up-sized discrete firmware,157600.00,124517.00,failed,1368,GB,GBP,2021-01-13,2021-11-02,cat04,scat04
1956,5534,"Avery, Brown and Parker",Exclusive intangible extranet,7900.00,5113.00,failed,102,US,USD,2020-08-11,2021-06-25,cat05,scat05
1575,4790,Cox Group,Synergized analyzing process improvement,7100.00,5824.00,failed,86,AU,AUD,2021-01-20,2021-04-29,cat06,scat016
1917,4632,Jensen LLC,Realigned dedicated system engine,600.00,6226.00,successful,102,US,USD,2020-10-27,2021-09-11,cat07,scat012
2447,1952,Brown Inc,Object-based bandwidth-monitored concept,156800.00,20243.00,failed,253,US,USD,2021-09-19,2021-12-04,cat04,scat04
1813,4388,Hale-Hayes,Ameliorated client-driven open system,121600.00,188288.00,successful,4006,US,USD,2021-01-05,2021-11-27,cat05,scat011
367,5529,Mcbride PLC,Upgradable leadingedge Local Area Network,157300.00,11167.00,failed,157,US,USD,2020-10-18,2021-02-25,cat04,scat04
1803,1316,Harris-Jennings,Customizable intermediate data-warehouse,70300.00,146595.00,successful,1629,US,USD,2021-05-01,2021-09-16,cat04,scat04
284,1670,Becker-Scott,Managed optimizing archive,7900.00,7875.00,failed,183,US,USD,2021-12-23,2021-12-26,cat05,scat07
2603,4909,"Todd, Freeman and Henry",Diverse systematic projection,73800.00,148779.00,successful,2188,US,USD,2020-10-17,2021-06-01,cat04,scat04
653,3401,"Martinez, Garza and Young",Up-sized web-enabled info-mediaries,108500.00,175868.00,successful,2409,IT,EUR,2021-01-06,2021-10-27,cat02,scat02
1131,4619,Smith-Ramos,Persevering optimizing Graphical User Interface,140300.00,5112.00,failed,82,DK,DKK,2020-09-20,2021-06-27,cat05,scat05
349,4722,Brown-George,Cross-platform tertiary array,100.00,5.00,failed,1,GB,GBP,2021-04-20,2021-06-30,cat01,scat01
2509,2188,Waters and Sons,Inverse neutral structure,6300.00,13018.00,successful,194,US,USD,2021-08-12,2022-01-16,cat03,scat09
3139,5497,Brown Ltd,Quality-focused system-worthy support,71100.00,91176.00,successful,1140,US,USD,2020-11-08,2021-05-21,cat04,scat04
480,5711,"Christian, Yates and Greer",Vision-oriented 5thgeneration array,5300.00,6342.00,successful,102,US,USD,2021-02-16,2021-11-04,cat04,scat04
1205,4076,"Cole, Hernandez and Rodriguez",Cross-platform logistical circuit,88700.00,151438.00,successful,2857,US,USD,2021-03-27,2021-10-01,cat04,scat04
291,1847,"Ortiz, Valenzuela and Collins",Profound solution-oriented matrix,3300.00,6178.00,successful,107,US,USD,2021-01-04,2021-07-28,cat06,scat010
1758,2816,Valencia PLC,Extended asynchronous initiative,3400.00,6405.00,successful,160,GB,GBP,2021-05-13,2021-08-21,cat02,scat02
766,5019,"Gordon, Mendez and Johnson",Fundamental needs-based frame,137600.00,180667.00,successful,2230,US,USD,2020-08-29,2021-08-05,cat01,scat01
569,4869,Johnson Group,Compatible full-range leverage,3900.00,11075.00,successful,316,US,USD,2021-02-28,2021-05-08,cat02,scat018
50,3613,Rose-Fuller,Upgradable holistic system engine,10000.00,12042.00,successful,117,US,USD,2021-09-28,2021-10-04,cat05,scat023
1875,3069,"Hughes, Mendez and Patterson",Stand-alone multi-state data-warehouse,42800.00,179356.00,successful,6406,US,USD,2021-09-30,2022-02-01,cat04,scat04
3040,2601,"Brady, Cortez and Rodriguez",Multi-lateral maximized core,8200.00,1136.00,canceled,15,US,USD,2021-03-05,2021-07-02,cat04,scat04
179,2133,"Wang, Nguyen and Horton",Innovative holistic hub,6200.00,8645.00,successful,192,US,USD,2021-09-10,2021-11-05,cat02,scat06
114,3164,"Santos, Williams and Brown",Reverse-engineered 24/7 methodology,1100.00,1914.00,successful,26,CA,CAD,2020-08-21,2021-08-03,cat04,scat04
260,3897,Barnett and Sons,Business-focused dynamic info-mediaries,26500.00,41205.00,successful,723,US,USD,2021-04-06,2021-12-17,cat04,scat04
1810,5663,Petersen-Rodriguez,Digitized clear-thinking installation,8500.00,14488.00,successful,170,IT,EUR,2021-06-28,2021-11-20,cat04,scat04
68,3879,Burnett-Mora,Quality-focused 24/7 superstructure,6400.00,12129.00,successful,238,GB,GBP,2020-09-06,2021-08-01,cat02,scat08
1148,5900,King LLC,Multi-channeled local intranet,1400.00,3496.00,successful,55,US,USD,2021-01-18,2021-12-31,cat04,scat04
2489,2272,Miller Ltd,Open-architected mobile emulation,198600.00,97037.00,failed,1198,US,USD,2020-11-10,2021-10-30,cat06,scat010
1586,5436,Case LLC,Ameliorated foreground methodology,195900.00,55757.00,failed,648,US,USD,2020-02-28,2021-03-01,cat04,scat04
2339,3676,"Swanson, Wilson and Baker",Synergized well-modulated project,4300.00,11525.00,successful,128,AU,AUD,2021-02-25,2021-05-07,cat08,scat015
1687,4676,"Dean, Fox and Phillips",Extended context-sensitive forecast,25600.00,158669.00,successful,2144,US,USD,2021-12-03,2021-12-31,cat04,scat04
1260,1563,Smith-Smith,Total leadingedge neural-net,189000.00,5916.00,failed,64,US,USD,2021-03-10,2021-05-26,cat02,scat08
2240,4349,"Smith, Scott and Rodriguez",Organic actuating protocol,94300.00,150806.00,successful,2693,GB,GBP,2020-04-24,2021-02-24,cat04,scat04
1762,1658,"White, Robertson and Roberts",Down-sized national software,5100.00,14249.00,successful,432,US,USD,2020-05-09,2021-05-22,cat08,scat015
331,2552,Martinez Inc,Organic upward-trending Graphical User Interface,7500.00,5803.00,failed,62,US,USD,2020-07-05,2021-06-08,cat04,scat04
1330,4847,"Tucker, Mccoy and Marquez",Synergistic tertiary budgetary management,6400.00,13205.00,successful,189,US,USD,2020-11-03,2021-06-03,cat04,scat04
427,1553,"Martin, Lee and Armstrong",Open-architected incremental ability,1600.00,11108.00,successful,154,GB,GBP,2020-11-18,2021-08-05,cat01,scat01
2929,2632,"Dunn, Moreno and Green",Intuitive object-oriented task-force,1900.00,2884.00,successful,96,US,USD,2021-02-23,2021-02-28,cat02,scat08
2940,1908,"Jackson, Martinez and Ray",Multi-tiered executive toolset,85900.00,55476.00,failed,750,US,USD,2021-04-05,2022-01-19,cat04,scat04
2047,5801,Patterson-Johnson,Grass-roots directional workforce,9500.00,5973.00,canceled,87,US,USD,2021-08-30,2021-12-01,cat04,scat04
536,1935,Carlson-Hernandez,Quality-focused real-time solution,59200.00,183756.00,successful,3063,US,USD,2021-08-21,2022-01-26,cat04,scat04
238,2609,Parker PLC,Reduced interactive matrix,72100.00,30902.00,live,278,US,USD,2021-01-05,2021-07-21,cat04,scat04
30,2740,Yu and Sons,Adaptive context-sensitive architecture,6700.00,5569.00,failed,105,US,USD,2021-09-28,2021-12-17,cat05,scat011
1151,1907,"Taylor, Johnson and Hernandez",Polarized incremental portal,118200.00,92824.00,canceled,1658,US,USD,2021-08-29,2021-09-24,cat05,scat020
1484,1831,Mack Ltd,Reactive regional access,139000.00,158590.00,successful,2266,US,USD,2021-01-14,2021-02-16,cat05,scat020
1941,5177,Lamb-Sanders,Stand-alone reciprocal frame,197700.00,127591.00,failed,2604,DK,DKK,2021-04-30,2021-12-26,cat05,scat011
546,6179,Williams-Ramirez,Open-architected 24/7 throughput,8500.00,6750.00,failed,65,US,USD,2021-01-14,2021-11-04,cat04,scat04
221,2917,Weaver Ltd,Monitored 24/7 approach,81600.00,9318.00,failed,94,US,USD,2020-04-12,2021-01-14,cat04,scat04
2882,1486,Barnes-Williams,Upgradable explicit forecast,8600.00,4832.00,live,45,US,USD,2021-03-02,2021-12-02,cat05,scat07
2938,3735,"Richardson, Woodward and Hansen",Pre-emptive context-sensitive support,119800.00,19769.00,failed,257,US,USD,2020-11-08,2021-07-24,cat04,scat04
785,3838,"Hunt, Barker and Baker",Business-focused leadingedge instruction set,9400.00,11277.00,successful,194,CH,CHF,2021-05-08,2021-09-15,cat04,scat04
2785,2430,"Ramos, Moreno and Lewis",Extended multi-state knowledge user,9200.00,13382.00,successful,129,CA,CAD,2021-02-13,2021-10-21,cat03,scat09
876,2480,Harris Inc,Future-proofed modular groupware,14900.00,32986.00,successful,375,US,USD,2020-06-05,2021-04-22,cat04,scat04
932,3431,Peters-Nelson,Distributed real-time algorithm,169400.00,81984.00,failed,2928,CA,CAD,2021-03-15,2021-10-01,cat04,scat04
507,1742,"Ferguson, Murphy and Bright",Multi-lateral heuristic throughput,192100.00,178483.00,failed,4697,US,USD,2021-04-25,2021-10-10,cat02,scat02
1672,4628,Robinson Group,Switchable reciprocal middleware,98700.00,87448.00,failed,2915,US,USD,2021-01-25,2021-11-24,cat07,scat012
917,2385,Jordan-Wolfe,Inverse multimedia Graphic Interface,4500.00,1863.00,failed,18,US,USD,2021-04-10,2021-04-25,cat06,scat019
2931,2213,Vargas-Cox,Vision-oriented local contingency,98600.00,62174.00,canceled,723,US,USD,2021-05-06,2021-06-22,cat01,scat01
2415,5188,Yang and Sons,Reactive 6thgeneration hub,121700.00,59003.00,failed,602,CH,CHF,2021-04-29,2021-11-21,cat04,scat04
1805,3418,"Wilson, Wilson and Mathis",Optional asymmetric success,100.00,2.00,failed,1,US,USD,2021-06-11,2021-10-26,cat02,scat018
495,5637,"Wang, Koch and Weaver",Digitized analyzing capacity,196700.00,174039.00,failed,3868,IT,EUR,2021-08-01,2021-12-27,cat05,scat013
2988,3530,Cisneros Ltd,Vision-oriented regional hub,10000.00,12684.00,successful,409,US,USD,2020-10-17,2021-08-24,cat03,scat03
3169,3731,Williams-Jones,Monitored incremental info-mediaries,600.00,14033.00,successful,234,US,USD,2020-05-06,2021-05-31,cat03,scat03
467,3219,"Roberts, Hinton and Williams",Programmable static middleware,35000.00,177936.00,successful,3016,US,USD,2020-07-04,2021-03-31,cat02,scat017
1551,2392,"Gonzalez, Williams and Benson",Multi-layered bottom-line encryption,6900.00,13212.00,successful,264,US,USD,2020-07-30,2021-07-03,cat08,scat015
2467,5103,"Hobbs, Brown and Lee",Vision-oriented systematic Graphical User Interface,118400.00,49879.00,failed,504,AU,AUD,2021-02-07,2021-06-11,cat01,scat01
1193,3992,"Russo, Kim and Mccoy",Balanced optimal hardware,10000.00,824.00,failed,14,US,USD,2020-11-17,2021-09-22,cat05,scat023
1016,2442,"Howell, Myers and Olson",Self-enabling mission-critical success,52600.00,31594.00,canceled,390,US,USD,2021-04-24,2021-08-05,cat02,scat02
313,2913,Bailey and Sons,Grass-roots dynamic emulation,120700.00,57010.00,failed,750,GB,GBP,2021-06-19,2022-01-03,cat05,scat05
117,1631,Jensen-Brown,Fundamental disintermediate matrix,9100.00,7438.00,failed,77,US,USD,2021-04-01,2021-04-11,cat04,scat04
2747,4073,Smith Group,Right-sized secondary challenge,106800.00,57872.00,failed,752,DK,DKK,2021-08-27,2021-12-19,cat02,scat018
1244,4568,Murphy-Farrell,Implemented exuding software,9100.00,8906.00,failed,131,US,USD,2021-01-23,2021-04-17,cat04,scat04
564,1830,Everett-Wolfe,Total optimizing software,10000.00,7724.00,failed,87,US,USD,2020-12-09,2021-06-14,cat04,scat04
3129,2623,Young PLC,Optional maximized attitude,79400.00,26571.00,failed,1063,US,USD,2020-05-20,2021-02-06,cat02,scat018
800,4327,Park-Goodman,Customer-focused impactful extranet,5100.00,12219.00,successful,272,US,USD,2020-10-29,2021-03-25,cat05,scat05
1255,3713,"York, Barr and Grant",Cloned bottom-line success,3100.00,1985.00,canceled,25,US,USD,2020-12-21,2021-02-24,cat04,scat04
2448,2389,Little Ltd,Decentralized bandwidth-monitored ability,6900.00,12155.00,successful,419,US,USD,2021-01-25,2021-04-18,cat09,scat024
578,5141,Brown and Sons,Programmable leadingedge budgetary management,27500.00,5593.00,failed,76,US,USD,2021-06-08,2022-01-03,cat04,scat04
418,3522,"Payne, Garrett and Thomas",Upgradable bi-directional concept,48800.00,175020.00,successful,1621,IT,EUR,2020-12-21,2021-12-15,cat04,scat04
255,1334,Robinson Group,Re-contextualized homogeneous flexibility,16200.00,75955.00,successful,1101,US,USD,2020-07-03,2021-05-18,cat02,scat08
1918,4721,Robinson-Kelly,Monitored bi-directional standardization,97600.00,119127.00,successful,1073,US,USD,2020-08-29,2021-06-14,cat04,scat04
2837,3768,Kelly-Colon,Stand-alone grid-enabled leverage,197900.00,110689.00,failed,4428,AU,AUD,2021-09-18,2021-11-30,cat04,scat04
842,1639,"Turner, Scott and Gentry",Assimilated regional groupware,5600.00,2445.00,failed,58,IT,EUR,2021-03-31,2021-12-04,cat02,scat08
503,5149,Sanchez Ltd,Up-sized 24hour instruction set,170700.00,57250.00,canceled,1218,US,USD,2021-05-14,2021-08-08,cat08,scat015
602,2153,Giles-Smith,Right-sized web-enabled intranet,9700.00,11929.00,successful,331,US,USD,2022-02-01,2022-02-16,cat09,scat024
1317,2767,Thompson-Moreno,Expanded needs-based orchestration,62300.00,118214.00,successful,1170,US,USD,2021-03-10,2022-01-12,cat08,scat015
2071,5124,Murphy-Fox,Organic system-worthy orchestration,5300.00,4432.00,failed,111,US,USD,2021-06-08,2021-12-27,cat06,scat014
2773,2097,Rodriguez-Patterson,Inverse static standardization,99500.00,17879.00,canceled,215,US,USD,2021-02-27,2021-11-23,cat05,scat07
1814,4796,Davis Ltd,Synchronized motivating solution,1400.00,14511.00,successful,363,US,USD,2020-10-11,2021-04-05,cat01,scat01
2600,5849,Nelson-Valdez,Open-source 4thgeneration open system,145600.00,141822.00,failed,2955,US,USD,2020-02-14,2021-04-06,cat07,scat021
426,1495,Kelly PLC,Decentralized context-sensitive superstructure,184100.00,159037.00,failed,1657,US,USD,2021-03-11,2021-07-05,cat04,scat04
2206,2462,Nguyen and Sons,Compatible 5thgeneration concept,5400.00,8109.00,successful,103,US,USD,2020-09-13,2021-02-12,cat04,scat04
2032,2280,Jones PLC,Virtual systemic intranet,2300.00,8244.00,successful,147,US,USD,2021-01-30,2021-04-09,cat04,scat04
397,1877,Gilmore LLC,Optimized systemic algorithm,1400.00,7600.00,successful,110,CA,CAD,2020-12-09,2021-07-17,cat06,scat010
865,6108,Lee-Cobb,Customizable homogeneous firmware,140000.00,94501.00,failed,926,CA,CAD,2021-04-14,2022-01-07,cat04,scat04
3027,4427,"Jones, Wiley and Robbins",Front-line cohesive extranet,7500.00,14381.00,successful,134,US,USD,2020-11-01,2021-10-22,cat03,scat09
31,2881,"Martin, Gates and Holt",Distributed holistic neural-net,1500.00,13980.00,successful,269,US,USD,2021-01-11,2021-04-21,cat04,scat04
1234,2339,"Bowen, Davies and Burns",Devolved client-server monitoring,2900.00,12449.00,successful,175,US,USD,2021-01-18,2021-08-14,cat05,scat020
497,5156,Nguyen Inc,Seamless directional capacity,7300.00,7348.00,successful,69,US,USD,2020-09-11,2021-06-19,cat03,scat03
2084,4750,Walsh-Watts,Polarized actuating implementation,3600.00,8158.00,successful,190,US,USD,2021-10-05,2021-11-24,cat05,scat05
337,4852,"Ray, Li and Li",Front-line disintermediate hub,5000.00,7119.00,successful,237,US,USD,2021-02-04,2021-08-14,cat05,scat05
3182,5734,Murray Ltd,Decentralized 4thgeneration challenge,6000.00,5438.00,failed,77,GB,GBP,2020-11-19,2021-10-20,cat02,scat02
1494,3801,Bradford-Silva,Reverse-engineered composite hierarchy,180400.00,115396.00,failed,1748,US,USD,2020-10-09,2021-06-26,cat04,scat04
2570,4474,Mora-Bradley,Programmable tangible ability,9100.00,7656.00,failed,79,US,USD,2021-01-09,2021-08-01,cat04,scat04
2205,1992,"Cardenas, Thompson and Carey",Configurable full-range emulation,9200.00,12322.00,successful,196,IT,EUR,2021-04-10,2021-04-20,cat02,scat02
314,5796,"Lopez, Reid and Johnson",Total real-time hardware,164100.00,96888.00,failed,889,US,USD,2021-03-22,2021-09-20,cat04,scat04
1659,1373,Fox-Williams,Profound system-worthy functionalities,128900.00,196960.00,successful,7295,US,USD,2021-12-15,2022-01-13,cat02,scat06
1656,1879,"Taylor, Wood and Taylor",Cloned hybrid focus group,42100.00,188057.00,successful,2893,CA,CAD,2020-07-15,2021-03-11,cat03,scat09
514,3072,King Inc,Ergonomic dedicated focus group,7400.00,6245.00,failed,56,US,USD,2020-12-23,2021-09-26,cat05,scat07
649,4561,"Cole, Petty and Cameron",Realigned zero administration paradigm,100.00,3.00,failed,1,US,USD,2020-08-12,2021-04-17,cat03,scat09
1769,5201,Mcclain LLC,Open-source multi-tasking methodology,52000.00,91014.00,successful,820,US,USD,2021-01-17,2021-09-09,cat04,scat04
33,5871,Sims-Gross,Object-based attitude-oriented analyzer,8700.00,4710.00,failed,83,US,USD,2021-03-05,2021-03-27,cat03,scat09
195,3041,Perez Group,Cross-platform tertiary hub,63400.00,197728.00,successful,2038,US,USD,2021-05-01,2021-11-03,cat06,scat019
742,5864,Haynes-Williams,Seamless clear-thinking artificial intelligence,8700.00,10682.00,successful,116,US,USD,2020-09-05,2021-04-25,cat05,scat011
2093,3999,Ford LLC,Centralized tangible success,169700.00,168048.00,failed,2025,GB,GBP,2021-08-01,2021-10-05,cat06,scat010
1338,4849,Moreno Ltd,Customer-focused multimedia methodology,108400.00,138586.00,successful,1345,AU,AUD,2021-04-14,2021-05-30,cat03,scat03
52,5461,"Moore, Cook and Wright",Visionary maximized Local Area Network,7300.00,11579.00,successful,168,US,USD,2021-03-19,2021-05-17,cat05,scat07
1651,5946,Ortega LLC,Secured bifurcated intranet,1700.00,12020.00,successful,137,CH,CHF,2021-04-12,2021-09-07,cat04,scat04
452,4508,"Silva, Walker and Martin",Grass-roots 4thgeneration product,9800.00,13954.00,successful,186,IT,EUR,2022-01-15,2022-01-20,cat04,scat04
1808,5096,"Huynh, Gallegos and Mills",Reduced next generation info-mediaries,4300.00,6358.00,successful,125,US,USD,2021-04-14,2021-10-08,cat04,scat04
2288,5443,Anderson LLC,Customizable full-range artificial intelligence,6200.00,1260.00,failed,14,IT,EUR,2020-05-20,2021-06-23,cat04,scat04
1855,2165,Garza-Bryant,Programmable leadingedge contingency,800.00,14725.00,successful,202,US,USD,2021-07-16,2021-11-19,cat04,scat04
3035,2125,Mays LLC,Multi-layered global groupware,6900.00,11174.00,successful,103,US,USD,2020-03-14,2021-01-31,cat06,scat016
2285,6141,Evans-Jones,Switchable methodical superstructure,38500.00,182036.00,successful,1785,US,USD,2021-03-15,2021-09-22,cat02,scat02
1203,5245,"Fischer, Torres and Walker",Expanded even-keeled portal,118000.00,28870.00,failed,656,US,USD,2021-06-16,2021-08-03,cat07,scat021
2852,2190,"Tapia, Kramer and Hicks",Advanced modular moderator,2000.00,10353.00,successful,157,US,USD,2021-04-29,2021-08-15,cat04,scat04
2160,2243,"Barnes, Wilcox and Riley",Reverse-engineered well-modulated ability,5600.00,13868.00,successful,555,US,USD,2021-02-21,2022-01-02,cat05,scat05
113,3336,Reyes PLC,Expanded optimal pricing structure,8300.00,8317.00,successful,297,US,USD,2020-09-13,2021-04-30,cat03,scat09
2609,3305,"Pace, Simpson and Watkins",Down-sized uniform ability,6900.00,10557.00,successful,123,US,USD,2020-12-02,2021-03-22,cat06,scat014
2529,6191,"Valenzuela, Davidson and Castro",Multi-layered upward-trending conglomeration,8700.00,3227.00,canceled,38,DK,DKK,2021-04-14,2021-07-10,cat04,scat04
1780,1326,Dominguez-Owens,Open-architected systematic intranet,123600.00,5429.00,canceled,60,US,USD,2021-07-16,2021-08-17,cat02,scat02
1840,6159,Thomas-Simmons,Proactive 24hour frame,48500.00,75906.00,successful,3036,US,USD,2021-04-10,2021-07-20,cat05,scat05
2280,2003,Beck-Knight,Exclusive fresh-thinking model,4900.00,13250.00,successful,144,AU,AUD,2020-11-16,2021-09-14,cat04,scat04
3150,5881,Mccoy Ltd,Business-focused encompassing intranet,8400.00,11261.00,successful,121,GB,GBP,2020-10-22,2021-10-11,cat04,scat04
2490,1918,Dawson-Tyler,Optional 6thgeneration access,193200.00,97369.00,failed,1596,US,USD,2020-12-08,2021-07-28,cat07,scat021
3081,2157,Johns-Thomas,Realigned web-enabled functionalities,54300.00,48227.00,canceled,524,US,USD,2020-11-25,2021-04-07,cat04,scat04
1954,3149,"Quinn, Cruz and Schmidt",Enterprise-wide multimedia software,8900.00,14685.00,successful,181,US,USD,2021-05-01,2021-10-20,cat03,scat03
2560,2444,Stewart Inc,Versatile mission-critical knowledgebase,4200.00,735.00,failed,10,US,USD,2021-01-24,2021-04-13,cat04,scat04
1071,6207,Moore Group,Multi-lateral object-oriented open system,5600.00,10397.00,successful,122,US,USD,2021-12-09,2022-02-02,cat05,scat07
1649,5580,Carson PLC,Visionary system-worthy attitude,28800.00,118847.00,successful,1071,CA,CAD,2021-09-05,2022-02-22,cat03,scat09
685,5942,"Cruz, Hall and Mason",Synergized content-based hierarchy,8000.00,7220.00,canceled,219,US,USD,2021-06-06,2021-07-08,cat03,scat03
1069,1592,"Glass, Baker and Jones",Business-focused 24hour access,117000.00,107622.00,failed,1121,US,USD,2021-05-24,2021-12-31,cat02,scat02
1277,2344,Marquez-Kerr,Automated hybrid orchestration,15800.00,83267.00,successful,980,US,USD,2021-04-01,2022-01-01,cat02,scat017
2764,5995,Stone PLC,Exclusive 5thgeneration leverage,4200.00,13404.00,successful,536,US,USD,2021-07-13,2021-09-17,cat04,scat04
959,5022,Caldwell PLC,Grass-roots zero administration alliance,37100.00,131404.00,successful,1991,US,USD,2020-12-17,2021-03-21,cat08,scat015
1746,5991,Silva-Hawkins,Proactive heuristic orchestration,7700.00,2533.00,canceled,29,US,USD,2020-09-21,2021-01-10,cat06,scat010
2392,4020,Gardner Inc,Function-based systematic Graphical User Interface,3700.00,5028.00,successful,180,US,USD,2021-07-22,2022-01-03,cat02,scat08
2762,6028,Garcia Group,Extended zero administration software,74700.00,1557.00,failed,15,US,USD,2021-03-23,2021-06-16,cat04,scat04
1699,2790,Meyer-Avila,Multi-tiered discrete support,10000.00,6100.00,failed,191,US,USD,2020-12-02,2021-05-28,cat02,scat08
220,4033,"Nelson, Smith and Graham",Phased system-worthy conglomeration,5300.00,1592.00,failed,16,US,USD,2020-01-15,2021-02-03,cat04,scat04
285,1261,Garcia Ltd,Balanced mobile alliance,1200.00,14150.00,successful,130,US,USD,2020-07-12,2021-07-10,cat04,scat04
2182,1979,West-Stevens,Reactive solution-oriented groupware,1200.00,13513.00,successful,122,US,USD,2021-03-30,2021-07-15,cat02,scat06
2244,2122,Clark-Conrad,Exclusive bandwidth-monitored orchestration,3900.00,504.00,failed,17,US,USD,2021-07-27,2021-09-17,cat04,scat04
2357,4506,Fitzgerald Group,Intuitive exuding initiative,2000.00,14240.00,successful,140,US,USD,2020-10-12,2021-11-30,cat04,scat04
971,3016,"Hill, Mccann and Moore",Streamlined needs-based knowledge user,6900.00,2091.00,failed,34,US,USD,2020-07-21,2021-06-11,cat03,scat09
2077,3272,Edwards LLC,Automated system-worthy structure,55800.00,118580.00,successful,3388,US,USD,2020-12-25,2021-08-06,cat03,scat03
2197,1375,Greer and Sons,Secured clear-thinking intranet,4900.00,11214.00,successful,280,US,USD,2021-02-25,2021-04-28,cat04,scat04
1294,4014,Martinez PLC,Cloned actuating architecture,194900.00,68137.00,canceled,614,US,USD,2020-07-13,2021-06-20,cat05,scat011
1111,3199,Hunter-Logan,Down-sized needs-based task-force,8600.00,13527.00,successful,366,IT,EUR,2020-08-20,2021-04-08,cat03,scat09
985,2184,Ramos and Sons,Extended responsive Internet solution,100.00,1.00,failed,1,GB,GBP,2021-06-11,2021-06-28,cat02,scat06
487,2170,Lane-Barber,Universal value-added moderator,3600.00,8363.00,successful,270,US,USD,2021-03-08,2021-07-22,cat06,scat010
1496,1478,Lowery Group,Sharable motivating emulation,5800.00,5362.00,canceled,114,US,USD,2020-12-24,2021-08-29,cat04,scat04
3054,6163,Guerrero-Griffin,Networked web-enabled product,4700.00,12065.00,successful,137,US,USD,2021-06-10,2022-01-08,cat08,scat015
501,1889,"Perez, Reed and Lee",Advanced dedicated encoding,70400.00,118603.00,successful,3205,US,USD,2020-09-01,2021-07-09,cat04,scat04
632,5912,"Chen, Pollard and Clarke",Stand-alone multi-state project,4500.00,7496.00,successful,288,DK,DKK,2021-03-17,2021-08-10,cat04,scat04
1253,2537,"Serrano, Gallagher and Griffith",Customizable bi-directional monitoring,1300.00,10037.00,successful,148,US,USD,2021-01-23,2021-11-08,cat04,scat04
665,2118,Callahan-Gilbert,Profit-focused motivating function,1400.00,5696.00,successful,114,US,USD,2020-05-20,2021-03-06,cat05,scat07
2505,3234,Logan-Miranda,Proactive systemic firmware,29600.00,167005.00,successful,1518,CA,CAD,2021-11-02,2021-11-10,cat02,scat02
1519,3842,Rodriguez PLC,Grass-roots upward-trending installation,167500.00,114615.00,failed,1274,US,USD,2020-01-19,2021-03-14,cat02,scat06
1920,3032,Smith-Kennedy,Virtual heuristic hub,48300.00,16592.00,failed,210,IT,EUR,2021-08-21,2021-11-19,cat07,scat012
2782,3238,Mitchell-Lee,Customizable leadingedge model,2200.00,14420.00,successful,166,US,USD,2021-07-03,2021-07-22,cat02,scat02
2089,2059,Davis Ltd,Upgradable uniform service-desk,3500.00,6204.00,successful,100,AU,AUD,2021-04-22,2021-07-19,cat02,scat018
2607,5238,Rowland PLC,Inverse client-driven product,5600.00,6338.00,successful,235,US,USD,2020-07-22,2021-07-15,cat04,scat04
2464,2578,Shaffer-Mason,Managed bandwidth-monitored system engine,1100.00,8010.00,successful,148,US,USD,2021-09-27,2021-11-24,cat02,scat02
335,4789,Matthews LLC,Advanced transitional help-desk,3900.00,8125.00,successful,198,US,USD,2020-09-05,2021-04-21,cat02,scat08
1973,2357,Montgomery-Castro,De-engineered disintermediate encryption,43800.00,13653.00,failed,248,AU,AUD,2021-01-26,2022-01-18,cat05,scat023
1006,1235,"Hale, Pearson and Jenkins",Upgradable attitude-oriented project,97200.00,55372.00,failed,513,US,USD,2020-12-17,2021-05-27,cat06,scat019
2678,3558,Ramirez-Calderon,Fundamental zero tolerance alliance,4800.00,11088.00,successful,150,US,USD,2020-10-01,2021-08-11,cat04,scat04
2103,1707,Johnson-Morales,Devolved 24hour forecast,125600.00,109106.00,failed,3410,US,USD,2021-01-26,2021-01-30,cat07,scat012
627,2842,Mathis-Rodriguez,User-centric attitude-oriented intranet,4300.00,11642.00,successful,216,IT,EUR,2021-02-17,2021-06-02,cat04,scat04
2242,5318,"Smith, Mack and Williams",Self-enabling 5thgeneration paradigm,5600.00,2769.00,canceled,26,US,USD,2020-07-04,2021-02-14,cat04,scat04
2711,1620,Johnson-Pace,Persistent 3rdgeneration moratorium,149600.00,169586.00,successful,5139,US,USD,2021-07-10,2022-01-12,cat02,scat08
1210,4998,"Meza, Kirby and Patel",Cross-platform empowering project,53100.00,101185.00,successful,2353,US,USD,2021-04-12,2021-04-21,cat04,scat04
